OTU,Sample,Abundance,alias,month,name,hospital,replicate,HWW,hospital_description,no_of_beds,lat,long,sample_material,DNA_ng_µl,A260.280,plot_name,SSU_counts,Kingdom,Phylum,Class
sp2871,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Proteobacteria,CFGB2546
sp2871,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Proteobacteria,CFGB2546
sp2871,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Proteobacteria,CFGB2546
sp2871,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Proteobacteria,CFGB2546
sp2871,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Proteobacteria,CFGB2546
sp2871,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Proteobacteria,CFGB2546
sp2871,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Proteobacteria,CFGB2546
sp2871,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Proteobacteria,CFGB2546
sp2871,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Proteobacteria,CFGB2546
sp2871,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Proteobacteria,CFGB2546
sp2871,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Proteobacteria,CFGB2546
sp2871,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Proteobacteria,CFGB2546
sp2871,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Proteobacteria,CFGB2546
sp2873,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Proteobacteria,CFGB10055
sp2873,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Proteobacteria,CFGB10055
sp2873,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Proteobacteria,CFGB10055
sp2873,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Proteobacteria,CFGB10055
sp2873,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Proteobacteria,CFGB10055
sp2873,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Proteobacteria,CFGB10055
sp2873,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Proteobacteria,CFGB10055
sp2873,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Proteobacteria,CFGB10055
sp2873,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Proteobacteria,CFGB10055
sp2873,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Proteobacteria,CFGB10055
sp2873,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Proteobacteria,CFGB10055
sp2873,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Proteobacteria,CFGB10055
sp2873,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Proteobacteria,CFGB10055
sp2873,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Proteobacteria,CFGB10055
sp2873,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Proteobacteria,CFGB10055
sp2873,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Proteobacteria,CFGB10055
sp2900,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Bacteroidota,CFGB1264
sp2900,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Bacteroidota,CFGB1264
sp2900,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Bacteroidota,CFGB1264
sp2900,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Bacteroidota,CFGB1264
sp2900,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Bacteroidota,CFGB1264
sp2900,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Bacteroidota,CFGB1264
sp2900,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Bacteroidota,CFGB1264
sp2900,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Bacteroidota,CFGB1264
sp2900,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Bacteroidota,CFGB1264
sp2900,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Bacteroidota,CFGB1264
sp2900,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Bacteroidota,CFGB1264
sp2900,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Bacteroidota,CFGB1264
sp2900,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Bacteroidota,CFGB1264
sp2900,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Bacteroidota,CFGB1264
sp2900,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Bacteroidota,CFGB1264
sp2902,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Chlamydiae,Chlamydiia
sp2902,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Chlamydiae,Chlamydiia
sp2902,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Chlamydiae,Chlamydiia
sp2902,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Chlamydiae,Chlamydiia
sp2902,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Chlamydiae,Chlamydiia
sp2902,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Chlamydiae,Chlamydiia
sp2902,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Chlamydiae,Chlamydiia
sp2902,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Chlamydiae,Chlamydiia
sp2902,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Chlamydiae,Chlamydiia
sp2910,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Bacteroidota,CFGB602
sp2910,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Bacteroidota,CFGB602
sp2910,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Bacteroidota,CFGB602
sp2910,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Bacteroidota,CFGB602
sp2910,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Bacteroidota,CFGB602
sp2910,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Bacteroidota,CFGB602
sp2910,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Bacteroidota,CFGB602
sp2910,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Bacteroidota,CFGB602
sp2935,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Deferribacteres,Deferribacteres
sp2935,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Deferribacteres,Deferribacteres
sp2935,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Deferribacteres,Deferribacteres
sp2935,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Deferribacteres,Deferribacteres
sp2935,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Deferribacteres,Deferribacteres
sp2935,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Deferribacteres,Deferribacteres
sp2935,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Deferribacteres,Deferribacteres
sp2935,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Deferribacteres,Deferribacteres
sp2935,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Deferribacteres,Deferribacteres
sp2935,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Deferribacteres,Deferribacteres
sp2935,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Deferribacteres,Deferribacteres
sp2935,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Deferribacteres,Deferribacteres
sp2935,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Deferribacteres,Deferribacteres
sp2935,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Deferribacteres,Deferribacteres
sp2935,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Deferribacteres,Deferribacteres
sp2944,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Firmicutes,CFGB10318
sp2944,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Firmicutes,CFGB10318
sp2944,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Firmicutes,CFGB10318
sp2944,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Firmicutes,CFGB10318
sp2944,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Firmicutes,CFGB10318
sp2951,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Spirochaetes,CFGB41322
sp2951,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Spirochaetes,CFGB41322
sp2951,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Spirochaetes,CFGB41322
sp2951,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Spirochaetes,CFGB41322
sp2951,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Spirochaetes,CFGB41322
sp2951,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Spirochaetes,CFGB41322
sp2951,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Spirochaetes,CFGB41322
sp2951,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Spirochaetes,CFGB41322
sp2951,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Spirochaetes,CFGB41322
sp2951,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Spirochaetes,CFGB41322
sp2951,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Spirochaetes,CFGB41322
sp3016,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Acidobacteria,Acidobacteriia
sp3016,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Acidobacteria,Acidobacteriia
sp3016,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Acidobacteria,Acidobacteriia
sp3016,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Acidobacteria,Acidobacteriia
sp3016,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Acidobacteria,Acidobacteriia
sp3016,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Acidobacteria,Acidobacteriia
sp3016,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Acidobacteria,Acidobacteriia
sp3016,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Acidobacteria,Acidobacteriia
sp3016,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Acidobacteria,Acidobacteriia
sp3016,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Acidobacteria,Acidobacteriia
sp3191,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Proteobacteria,CFGB2404
sp3191,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Proteobacteria,CFGB2404
sp3191,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Proteobacteria,CFGB2404
sp3191,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Proteobacteria,CFGB2404
sp3191,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Proteobacteria,CFGB2404
sp3191,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Proteobacteria,CFGB2404
sp3191,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Proteobacteria,CFGB2404
sp3191,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Proteobacteria,CFGB2404
sp3191,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Proteobacteria,CFGB2404
sp3191,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Proteobacteria,CFGB2404
sp3191,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Proteobacteria,CFGB2404
sp3191,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Proteobacteria,CFGB2404
sp3191,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Proteobacteria,CFGB2404
sp3196,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Bacteroidota,CFGB41867
sp3196,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Bacteroidota,CFGB41867
sp3196,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Bacteroidota,CFGB41867
sp3196,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Bacteroidota,CFGB41867
sp3196,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Bacteroidota,CFGB41867
sp3196,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Bacteroidota,CFGB41867
sp3196,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Bacteroidota,CFGB41867
sp3196,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Bacteroidota,CFGB41867
sp3196,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Bacteroidota,CFGB41867
sp3196,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Bacteroidota,CFGB41867
sp3196,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Bacteroidota,CFGB41867
sp3196,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Bacteroidota,CFGB41867
sp3196,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Bacteroidota,CFGB41867
sp3199,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Bacteroidota,CFGB14294
sp3199,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Bacteroidota,CFGB14294
sp3199,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Bacteroidota,CFGB14294
sp3199,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Bacteroidota,CFGB14294
sp3199,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Bacteroidota,CFGB14294
sp3199,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Bacteroidota,CFGB14294
sp3199,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Bacteroidota,CFGB14294
